trip_id,duration,start_date,start_station,start_terminal,end_date,end_station,end_terminal,bike#,subscriber_type,zip_code,day
997564,1259,11/4/2015 17:02,Embarcadero at Sansome,60,11/4/2015 17:23,San Francisco Caltrain (Townsend at 4th),70,134,Subscriber,94085,Weekday
997565,889,11/4/2015 17:02,Park at Olive,38,11/4/2015 17:17,Palo Alto Caltrain Station,34,673,Subscriber,94002,Weekday
997566,174,11/4/2015 17:02,San Antonio Shopping Center,31,11/4/2015 17:05,San Antonio Caltrain Station,29,642,Subscriber,94133,Weekday
997567,895,11/4/2015 17:02,Yerba Buena Center of the Arts (3rd @ Howard),68,11/4/2015 17:17,South Van Ness at Market,66,607,Customer,85711,Weekday
997571,371,11/4/2015 17:04,2nd at South Park,64,11/4/2015 17:10,Temporary Transbay Terminal (Howard at Beale),55,485,Subscriber,94618,Weekday
997572,202,11/4/2015 17:04,Townsend at 7th,65,11/4/2015 17:07,San Francisco Caltrain 2 (330 Townsend),69,33,Subscriber,94065,Weekday
997573,603,11/4/2015 17:04,Market at 4th,76,11/4/2015 17:14,San Francisco Caltrain 2 (330 Townsend),69,542,Subscriber,94002,Weekday
997574,574,11/4/2015 17:04,Mechanics Plaza (Market at Battery),75,11/4/2015 17:14,San Francisco Caltrain (Townsend at 4th),70,538,Subscriber,94403,Weekday
997577,397,11/4/2015 17:05,Market at 4th,76,11/4/2015 17:11,Market at 10th,67,348,Subscriber,94103,Weekday
997579,606,11/4/2015 17:05,Steuart at Market,74,11/4/2015 17:16,San Francisco Caltrain 2 (330 Townsend),69,456,Subscriber,94002,Weekday
997580,626,11/4/2015 17:05,Embarcadero at Bryant,54,11/4/2015 17:16,Market at 4th,76,266,Customer,94110,Weekday
997581,505,11/4/2015 17:06,Powell Street BART,39,11/4/2015 17:14,Harry Bridges Plaza (Ferry Building),50,547,Subscriber,94960,Weekday
997582,601,11/4/2015 17:06,Beale at Market,56,11/4/2015 17:16,San Francisco Caltrain (Townsend at 4th),70,100,Subscriber,94070,Weekday
997583,518,11/4/2015 17:07,Embarcadero at Folsom,51,11/4/2015 17:15,San Francisco Caltrain 2 (330 Townsend),69,498,Subscriber,94061,Weekday
997584,509,11/4/2015 17:07,Beale at Market,56,11/4/2015 17:15,Embarcadero at Sansome,60,652,Subscriber,94111,Weekday
997585,609,11/4/2015 17:07,San Francisco Caltrain 2 (330 Townsend),69,11/4/2015 17:17,Harry Bridges Plaza (Ferry Building),50,629,Subscriber,94941,Weekday
997586,482,11/4/2015 17:07,Howard at 2nd,63,11/4/2015 17:15,San Francisco Caltrain (Townsend at 4th),70,329,Subscriber,94062,Weekday
